Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
HA0 4LL,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4LN,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LP,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LR,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LS,Live,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4LT,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LU,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LW,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LX,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LY,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4LZ,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4NA,Terminated,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4NB,Terminated,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4ND,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NE,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NF,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4NG,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4NH,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NJ,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4NL,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4NN,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4NP,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4NQ,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4NR,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NT,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NU,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NW,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4NX,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4NY,Terminated,E01000474,Brent 026B E01000474,12945,4,13554,5,0.121,17174,6,0.076,9283,3,27200,9,23259,8,714,1,15033,5,17438,6,0.117,4182,2,0.313
HA0 4NZ,Terminated,E01000474,Brent 026B E01000474,12945,4,13554,5,0.121,17174,6,0.076,9283,3,27200,9,23259,8,714,1,15033,5,17438,6,0.117,4182,2,0.313
HA0 4PA,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PB,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PD,Terminated,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4PE,Live,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PG,Live,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4PH,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4PJ,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4PL,Live,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4PN,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4PP,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4PQ,Live,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4PR,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PS,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PT,Terminated,E01000478,Brent 029D E01000478,11562,4,12137,4,0.134,20258,7,0.064,12606,4,29362,9,10325,4,1049,1,4963,2,12946,4,0.162,7225,3,0.244
HA0 4PW,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4PX,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4PY,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4PZ,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4QA,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QB,Live,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4QD,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QE,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QF,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QG,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QH,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QJ,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QL,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QN,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QP,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QQ,Terminated,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QR,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QS,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QT,Terminated,E01000473,Brent 029B E01000473,10632,4,10960,4,0.145,15315,5,0.085,9801,3,26425,9,14053,5,846,1,8910,3,12273,4,0.17,7244,3,0.244
HA0 4QU,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4QW,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4QX,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4QY,Terminated,E01000472,Brent 029A E01000472,12105,4,11149,4,0.143,23212,8,0.055,19631,6,26106,8,16042,5,560,1,3827,2,8100,3,0.23,6763,3,0.253
HA0 4RA,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4RB,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4RD,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4RE,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4RF,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RG,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RH,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RJ,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RL,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RN,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RP,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4RQ,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RR,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4RS,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RT,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RU,Terminated,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RW,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4RX,Terminated,E01000474,Brent 026B E01000474,12945,4,13554,5,0.121,17174,6,0.076,9283,3,27200,9,23259,8,714,1,15033,5,17438,6,0.117,4182,2,0.313
HA0 4RY,Terminated,E01000474,Brent 026B E01000474,12945,4,13554,5,0.121,17174,6,0.076,9283,3,27200,9,23259,8,714,1,15033,5,17438,6,0.117,4182,2,0.313
HA0 4RZ,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SB,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SD,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SE,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SF,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SG,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SH,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SJ,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SL,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SN,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SP,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SQ,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SR,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SS,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4ST,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SU,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4SW,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4SZ,Terminated,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4TA,Live,E01000632,Brent 029E E01000632,15543,5,16907,6,0.096,24656,8,0.05,9481,3,30816,10,15619,5,2263,1,8102,3,26128,8,0.057,5147,2,0.288
HA0 4TB,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TD,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TE,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TF,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4TG,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TH,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TJ,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TL,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TN,Live,E01000634,Brent 019E E01000634,12873,4,12779,4,0.128,20074,7,0.065,17344,6,24822,8,18823,6,67,1,15338,5,14864,5,0.141,4946,2,0.294
HA0 4TP,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TQ,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TR,Terminated,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TW,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TX,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TY,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4TZ,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UA,Live,E01000634,Brent 019E E01000634,12873,4,12779,4,0.128,20074,7,0.065,17344,6,24822,8,18823,6,67,1,15338,5,14864,5,0.141,4946,2,0.294
HA0 4UB,Live,E01000634,Brent 019E E01000634,12873,4,12779,4,0.128,20074,7,0.065,17344,6,24822,8,18823,6,67,1,15338,5,14864,5,0.141,4946,2,0.294
HA0 4UD,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4UE,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4UF,Live,E01000634,Brent 019E E01000634,12873,4,12779,4,0.128,20074,7,0.065,17344,6,24822,8,18823,6,67,1,15338,5,14864,5,0.141,4946,2,0.294
HA0 4UG,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4UH,Terminated,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4UJ,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4UL,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4UN,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UP,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UQ,Live,E01000631,Brent 019C E01000631,17121,6,17299,6,0.094,25952,8,0.046,16628,6,30560,10,15674,5,1695,1,9125,3,19727,7,0.098,9617,3,0.205
HA0 4UR,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UT,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UU,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UW,Live,E01000633,Brent 019D E01000633,11067,4,13044,4,0.125,23331,8,0.054,10118,4,25775,8,6543,2,546,1,8260,3,17979,6,0.112,2941,1,0.353
HA0 4UX,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UY,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4UZ,Live,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WA,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WB,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WE,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WF,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WG,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WH,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA0 4WJ,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
